sentence_id,clean_text,obfuscated_text,obf_level,meta_label
252,"The source may shift position, keep eyes open","@Th3#  #50ur(3# m@y 5#!ft p0s!7!0n , ke3p eye5 #op3ñ@",high,SAFE
253,"Package status unclear, abort the handover","P@ck@g3 574tv$ vnclea® , @80r7 7#e #4ñd0ve®",high,THREAT
254,"Operation Delta in two minutes, finalize readiness","Ope®4t1oñ Delta 1ñ two minutes , final1ze readiness",low,THREAT
255,Establish perimeter and monitor the north ridge,Establish perimeter and monitor the n0®th ridge,low,HATE
256,"Tango spotted near checkpoint, move to cover","7an90 spotted near checkpoint , m0ve to cover",medium,THREAT
257,"Patrol cancelled, area seems unsafe","Patro1 (an(3ll3d , a®ea $e3m_s vnsafe",medium,THREAT
258,Need to secure base at dawn,ñ363d t0 $3(v®3 8453 #@t@ d4wn,high,SAFE
259,"Sector 8 shows suspicious activity, verify","S3ct0® #8@ sh0ws @$u5p1c!0vs# #@(7!vi7y@ , @v3®1fy#",high,THREAT
260,Establish perimeter and monitor the north ridge,Establish perimeter and monit0® the north ridge,medium,SAFE
261,"Transmission jam detected, postpone the meeting","Transmission jam de7ectd , postpone the m337!ng_",medium,HATE
262,"Target confirmed near sector 4, stay alert","Target confirmed near se(tor 4 , stay alert",low,THREAT
263,"Civilian movement reported near checkpoint, caution","Civil1añ m0v3ment r3po_®7d n3ar (h(kpo1n7 , cautioñ",medium,SAFE
264,All units remain in blackout; maintain radio silence,Al| $vñ!t5@ ®3m2a!ñ i1ñ 8|@ckovt ; m41n7@iñ ®ad10 @5i1eñ(3@,high,HATE
265,Establish perimeter and monitor the north ridge,E57a8ls# perimeter añd monitor the north ridge,medium,THREAT
266,"Payload drop scheduled at 0300 hrs, confirm logistics","Payload drop $(hduled at 0300 h®5 , confirm l09i5tics",medium,SAFE
267,Mission NeonSky aborted due to system anomaly,Mssion N3onSky abor7ed due to sy57em an0maly,medium,THREAT
268,"Patrol cancelled, area seems unsafe","Patrol cancelled , area 5eem5 unsafe",low,HATE
269,"Target confirmed near sector 10, stay alert","Target c0nfirm3d near sector 10 , stay alert",low,SAFE
270,All units remain in blackout; maintain radio silence,@|| @vñ!7s# rem41n !2n 81@ckovt ; main7a!ñ @®@d!0@ #$1leñce#,high,THREAT
271,Establish perimeter and monitor the north ridge,Es7-@bli$h perimeter and moñ1t0r 7h ñor7h ridge,medium,THREAT
272,"Package status unclear, abort the handover","Package 57atus un(lear , abort t#e handover",low,HATE
273,Need to secure base at dawn,Need 7o secure base at dawn,low,SAFE
274,"Patrol cancelled, area seems unsafe","Patrol c@ñc311ed , are sem$ uns@fe",medium,THREAT
275,All units remain in blackout; maintain radio silence,All vnit5 remain in blackout ; maintain r4dio s1lenc3,low,SAFE
276,Need to secure base at dawn,Need to 5ecure b4se at dawn,low,SAFE
277,"Tango spotted near checkpoint, move to cover","Tan90 spotted n3ar checkpoint , move to cover",low,HATE
278,Code Alpha – maintain schedule,Code Alpha – m4intaiñ schedule,low,SAFE
279,"Zone-1 reports hostile movement, silent mode on","Zone - 1 reports hostile m0vement , silent mode on",low,HATE
280,Recon reports possible infiltration near hill-10,Recon r3_ports possib| iñf1ltr@ti0n near hill - 10,medium,THREAT
281,"Send backup, radio is down","5eñd backup , rad1o is d0wn",medium,HATE
282,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to system an0maly,low,SAFE
283,Recon reports possible infiltration near hill-2,®e(0ñ ®3ports po$s18|3 infiltration nar hi1l - 2,medium,THREAT
284,"Civilian movement reported near checkpoint, caution","(!v1|!@n movemeñ7 ®3p2o®73d 5ne@r (#36ckp0iñ7 , (av71oñ",high,HATE
285,Code Alpha – maintain schedule,(ode Alpha – main7a!n 5(hedule,medium,SAFE
286,Recon reports possible infiltration near hill-8,Recon reports possible iñfi1trat10n n3ar hill - 8,low,THREAT
287,All units remain in blackout; maintain radio silence,All vnit5 ®em@_in !ñ blackout ; maintain radio_ si13ñce,medium,HATE
288,"Payload drop scheduled at 0005 hrs, confirm logistics","Payload drop scheduled at 0005 hrs , confirm |0gis71cs",medium,THREAT
289,"Civilian movement reported near checkpoint, caution","Civil1an movement reported near che(kpoin7 , cauti0ñ",low,SAFE
290,"Send backup, radio is down","53nd backup , radio is down",medium,SAFE
291,"Payload drop scheduled at 0730 hrs, confirm logistics","Payload drop scheduled at 0730 hrs , coñfirm logistics",low,SAFE
292,"Civilian movement reported near checkpoint, caution","Civilian movement ®3portd near checkpoint , cau7!0ñ",medium,THREAT
293,"Payload drop scheduled at 2100 hrs, confirm logistics","Payload d®op 5c#3duled 4t 2100 hrs , conf1rm logistics",low,HATE
294,Mission NeonSky aborted due to system anomaly,Mission Noñ$ky abo®ted du3 to -5ystem @ñom4ly,medium,HATE
295,"Civilian movement reported near checkpoint, caution","Civili4n movem3ñt repor7ed near che(kp01nt , caution",low,THREAT
296,Mission NeonSky aborted due to system anomaly,Mission NeonSky 4b0r7ed dve 7o system 4ñomaly,low,HATE
297,Mission NeonSky aborted due to system anomaly,Mi$s10ñ NeonSky abo®ted due t0 $yste-m an0m@ly,medium,SAFE
298,"The source may shift position, keep eyes open","The source may shift posit1on , keep eyes open",low,SAFE
299,"Send backup, radio is down","S3nd backup , radio is down",medium,SAFE
300,"The source may shift position, keep eyes open","The sourc may $#if7 posit1on , keep eye5 0pen_",medium,HATE
301,All units remain in blackout; maintain radio silence,@ll units remain in 8la(kov7 ; ma!ñt@1ñ r4di0 silence,medium,HATE
302,"Operation Delta in two minutes, finalize readiness","p3ration  D3l7@ in two minutes , finalize readiness",medium,SAFE
303,Mission NeonSky aborted due to system anomaly,M15s10ñ Ne0ñ5ky a8o®ted $9due$ 7o sy573m añ0m4|y,high,SAFE
304,Unverified reports suggest agitators gathering,Uñv3®ified r3p0®7s #sv99es7# agit@720®5 9@7h3®!ñ49,high,SAFE
305,All units remain in blackout; maintain radio silence,All units remain iñ blackout ; maintain r4dio silence,low,THREAT
306,"Operation Delta in two minutes, finalize readiness","0pe®@7!oñ  D3lt34 iñ6 @tw0@ #m1ñvt3$$ , $f1ñ@lize@ #r3adiñ355@",high,HATE
307,"Send backup, radio is down","Señd 8@(kvp , radio is down",medium,HATE
308,"Sector 11 shows suspicious activity, verify","S3ctor 11 shows suspicious ac7ivi7y , verify",low,HATE
309,Recon reports possible infiltration near hill-10,Recon reports possible infiltration near hill - 10,low,SAFE
310,"Tango spotted near checkpoint, move to cover","Tango spo7ted near checkpoint , move to cover",low,HATE
311,"Civilian movement reported near checkpoint, caution","8(1v111@ñ m0vem3n7 r3po®7ed n3@® (he(kpo!nt , (avti0ñ",high,THREAT
312,"Multiple crossings detected near border side, alert command","Multipl3 (r0ssing5 de7(7ed n3@r bo®dr 5ide , 4l3r7 command",medium,THREAT
313,"Target confirmed near sector 9, stay alert","Ta®ge7 confirmed near s3(to® 9 , _stay @le®7",medium,THREAT
314,Mission NeonSky aborted due to system anomaly,M1ssion NeonSky 4borted du3 to system anomaly,low,SAFE
315,"The source may shift position, keep eyes open","T#e source may s#1ft position , keep eyes open",low,SAFE
316,All units remain in blackout; maintain radio silence,All units remain in blackout ; ma1n7ain radio silen(e,low,SAFE
317,"Zone-1 reports hostile movement, silent mode on","Zone - 1 reports hostile movemen7 , silent mode on",low,THREAT
318,All units remain in blackout; maintain radio silence,A1l units remain iñ 8la(k07 ; m@int4in r@dio si|ñce,medium,THREAT
319,Need to secure base at dawn,Ne3d to secure base at dawn,medium,SAFE
320,Recon reports possible infiltration near hill-8,R3con  ®_ep0®ts p0ssib|e infiltration nea® #1ll - 8_,medium,THREAT
321,Recon reports possible infiltration near hill-7,Recon reports possible infiltration near #1l1 - 7,low,HATE
322,"Zone-B reports hostile movement, silent mode on","Z0ne - B reports hostile movemeñt , 5ilen7 mode on",low,THREAT
323,Need to secure base at dawn,N3ed 7o secure base at dawn,low,HATE
324,"Civilian movement reported near checkpoint, caution","Civ!151an $m0vem2en7@ ®ep0®7ed ñ3@® (h3(kpoint , cav7!on",high,SAFE
325,Establish perimeter and monitor the north ridge,E5tabl15# perimeter and monitor the north ridge,medium,THREAT
326,"Payload drop scheduled at 0300 hrs, confirm logistics","Pay10@d #d8®0p@ $0(#edv13d a7 0300 $#®$6@ , c0ñf!®m #l09i$7!cs#",high,THREAT
327,"Payload drop scheduled at 2100 hrs, confirm logistics","Payload drop sc#eduled at 2100 hrs , confirm logistics",low,THREAT
328,Establish perimeter and monitor the north ridge,Establish perimet3r and monitor t#e north ridge,medium,SAFE
329,"Target confirmed near sector 1, stay alert","Target confirmed near sector 1 , stay alert",low,SAFE
330,Mission NeonSky aborted due to system anomaly,9M!s5i0ñ N30ñ$ky @@b0®7ed# dv3 7o $y573m añ0ma1y1,high,SAFE
331,"Package status unclear, abort the handover","Packa933 #5t@tu$# uñ(13a® , @a80®7# 7#3 #añd0ve®",high,THREAT
332,Need to secure base at dawn,ñ3ed @t0$ se(u®3 #ba$3@ 4t d@wñ,high,HATE
333,"Send backup, radio is down","$3nd backup , radio !s down",medium,HATE
334,Code Alpha – maintain schedule,(od3 Alp#a – maintain schedule,low,SAFE
335,"The source may shift position, keep eyes open","The source may shift position , keep eye5 open",low,SAFE
336,"Sector 2 shows suspicious activity, verify","S3(t0® 2 sh0ws suspicious a(71vity , ve®fy",medium,SAFE
337,Unverified reports suggest agitators gathering,Unverified ®3ports sug9e57 agitators 947#3®ñ9,medium,THREAT
338,"Patrol cancelled, area seems unsafe","Pat®ol cance1led , are seems uñsaf3",medium,HATE
339,"Multiple crossings detected near border side, alert command","Mvl7!pl3 $cro5$in95# d37e(733d n34® 8o®de® @$0!de# , @@l3®75@ c0mmañd",high,THREAT
340,"Operation Delta in two minutes, finalize readiness","Operation Del7a in two m1nu7es , fina1ize re4diness",low,SAFE
341,Need to secure base at dawn,Need to se(v®3 base 4t dawn,medium,SAFE
342,Code Alpha – maintain schedule,(0d93 #41p#4# – @m4!ñ7a1ñ@ s(2h3dv|3,high,HATE
343,"Transmission jam detected, postpone the meeting","Transmission  jam detected , postp0ne the me3ting",low,SAFE
344,"Tango spotted near checkpoint, move to cover","7@ñ90 @$p07tted# $ñe48®# c#eckpo1n7 , #m0v3$ @to# cov3®",high,HATE
345,"Sector 7 shows suspicious activity, verify","Sector 7 shows susp1cious activity , verify",low,THREAT
346,"Transmission jam detected, postpone the meeting","7®@nsm!$510ñ #j49m@ @de73(673d$ , p057p0ne 7#3 m31e71n9",high,SAFE
347,"Multiple crossings detected near border side, alert command","Ml7ipl3  c®ossngs de7ec7ed ñ@r 80rde® side , a|3rt comm4ñd",medium,THREAT
348,Need to secure base at dawn,#ñeed@ @t0$ s3cvre 8@$3 a7 #dawn#,high,SAFE
349,"Send backup, radio is down","Send 8@(kvp , $r4di0$ i$ down",high,SAFE
350,"Operation Delta in two minutes, finalize readiness","Operation Delta in two minutes , f1nalze r34diñess",medium,SAFE
351,Code Alpha – maintain schedule,(0de A1pha – main7a!ñ schedule,medium,SAFE
352,"Payload drop scheduled at 0300 hrs, confirm logistics","Payload drop scheduled at 0300 hrs , conf1rm logistics",low,THREAT
353,Need to secure base at dawn,Need to se(v®3 base 47 dawn,medium,HATE
354,All units remain in blackout; maintain radio silence,All uñi7$ remain in bl@ck0ut ; m@int41n ®@d1o si1eñce,medium,SAFE
355,"The source may shift position, keep eyes open","7#e s0v®c3 m4y 5h!f7 p0s1ti0ñ , k33p ey23$ @0p3ñ$",high,HATE
356,Unverified reports suggest agitators gathering,Unverifi3d repo®ts suggest agi7a7ors gathering,low,THREAT
357,Establish perimeter and monitor the north ridge,Es7a811s# p3rim3te® and mon7or t#3 nort# ridge,medium,SAFE
358,"Multiple crossings detected near border side, alert command","Mu|7!p|3 (r0s5!n9s d3t3c7ed @n3a®$ 80rde® sid3 , 4l3®7 (0mmañd",high,THREAT
359,Code Alpha – maintain schedule,@C0d3$  8@|p#a – m4in74!ñ s(#3dv|3,high,THREAT
360,All units remain in blackout; maintain radio silence,@|61 vñ175 r3m4!n 1ñ $81@ck10v7$ ; m41ñ74!n ®adi0 sil3ñ(e,high,THREAT
361,"Tango spotted near checkpoint, move to cover","#Tañ90$ spotted #n3a®# c#e(kpo!ñ7 , @m0ve# @7o@ 7c0v3®",high,SAFE
362,"Payload drop scheduled at 0300 hrs, confirm logistics","Payload drop s(heduled at 0300 hrs , confirm logistics",low,HATE
363,Recon reports possible infiltration near hill-3,Recon reports p0ssi81e infiltration ne4r #ill - 3,low,THREAT
364,"Sector 1 shows suspicious activity, verify","S3c70® $13@ #1$#0ws$ $u8sp1(!ous a(71vi7y , @ver01fy@",high,THREAT
365,Need to secure base at dawn,ñe3d @70# $3cv®e 84583 at dawñ,high,THREAT
366,"Transmission jam detected, postpone the meeting","7®ansmissi0n jam detected , postpone the me3ting",low,HATE
367,Code Alpha – maintain schedule,Code Alpha – maintain schedu1e,low,SAFE
368,"The source may shift position, keep eyes open","T#3 source may 5h1f7 p-o5ti0ñ , ke3p eyes 0p3n",medium,THREAT
369,"Tango spotted near checkpoint, move to cover","7ango spotted near checkpoint , m0ve to cover",low,HATE
370,Code Alpha – maintain schedule,@C0de# A|p#@ – $m@1n74in@ sc#edv|3,high,THREAT
371,"Payload drop scheduled at 0500 hrs, confirm logistics","P4y|04d d®0p scheduled a7 0500 h®$ , (oñf1rm 10gst!(s",medium,SAFE
372,"Tango spotted near checkpoint, move to cover","Tango sp0tt3d near checkpoint , move to cover",low,SAFE
373,"Send backup, radio is down","Send backup , radio is down",low,SAFE
374,Code Alpha – maintain schedule,C0de Alp#a – #m41ñ7a!n# s(hedu13,high,THREAT
375,"Package status unclear, abort the handover","Pckag3 status vnc|3@r , abort the #andver",medium,THREAT
376,Mission NeonSky aborted due to system anomaly,M15$!0ñ  ñe0n$ky 480®t3d dv3 t0 sy$7em @n0m@|y,high,SAFE
377,"Transmission jam detected, postpone the meeting","7rñsm1ssioñ j4m detected , po57pone 7h3 m3ting",medium,SAFE
378,"Package status unclear, abort the handover","1P4(kage @st47v$$ uñ(|3@r , ab0®7 the h@ñd0v3r",high,HATE
379,"Civilian movement reported near checkpoint, caution","Civilian movement report3d near checkpoint , caution",low,SAFE
380,"Civilian movement reported near checkpoint, caution","Civ!-liañ mov_ement reported near checkpoint , c4ut1oñ",medium,THREAT
381,"Sector 3 shows suspicious activity, verify","$e(t0r 36 5hows sv5p!ci0us ac7!vity , v3®ify",high,THREAT
382,"Sector 7 shows suspicious activity, verify","$$3c70®@  7 5#ow5 5vsp2ici0u5 $4(71vity@ , v3rify",high,SAFE
383,"Zone-2 reports hostile movement, silent mode on","Zne - 2 reports hostile movemeñ7 , si|3nt mod3 0n",medium,HATE
384,Unverified reports suggest agitators gathering,Unver1fied reports suggest agtators gat#3rin9,medium,HATE
385,"The source may shift position, keep eyes open","T3#3 $ou®(e may9 $h1ft 7p051710n , @ke3p# #63y3$$ #0peñ@",high,SAFE
386,"Tango spotted near checkpoint, move to cover","@T@n90$ $p07ted ñ34r @(#3(kp0!ñ7$ , m0v3 7o (0v3r",high,HATE
387,"Send backup, radio is down","S3nd backup , radio is down",low,HATE
388,Establish perimeter and monitor the north ridge,Estab|is# perimeter @ñd m0ñitor t#e north ridge,medium,THREAT
389,"Civilian movement reported near checkpoint, caution","Civilian movement reported near checkpoint , cavtion",low,THREAT
390,"Payload drop scheduled at 2100 hrs, confirm logistics","Pay1ad drop 5(#dvl3d 4t 2100 hrs , c0ñf!®m logistics",medium,HATE
391,"Send backup, radio is down","Send b4ckvp , radio is down",low,SAFE
392,"Payload drop scheduled at 0300 hrs, confirm logistics","Pay10ad 7d®0p 5(#35dvl3d 47 #0300# h®5 , (0nf13rm |09i5t16($",high,THREAT
393,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to system an0maly,low,SAFE
394,"Transmission jam detected, postpone the meeting","Tr@ñsmi5si0ñ jam d3te(ted , postpoñe 7h meeting",medium,THREAT
395,"Multiple crossings detected near border side, alert command","Mvlt!ple c®0s51ñg5 $d373cted@ ñ3@® bord3r 5!de , @13®7 (omm4nd",high,SAFE
396,All units remain in blackout; maintain radio silence,@1| vñ!t5 ®3ma1n !n 8|4(k0ut ; ma1ñt@1ñ @8®ad!0@ $1l3ñ(3,high,SAFE
397,"The source may shift position, keep eyes open","The source may $#ift position , keep 3y3$ open",medium,SAFE
398,Need to secure base at dawn,Need to secure ba5e at dawn,low,THREAT
399,"Zone-C reports hostile movement, silent mode on","Z0n3 - #($ ®epor7s #0$7i|3 movemeñ7 , $1|3ñ7 m0d3 40ñ",high,HATE
400,"Zone-D reports hostile movement, silent mode on","Zoñe - D reports #0$7il3 mov3m3ñt , silent mode on",medium,SAFE
401,"Package status unclear, abort the handover","P4(k4g s77u5 unclear , a8o_r7 the handover",medium,THREAT
402,"Sector 1 shows suspicious activity, verify","Se(70® 1 s#ow5 5u5pici0vs #act1v6i7y@ , v3®!fy",high,SAFE
403,Mission NeonSky aborted due to system anomaly,M!s50i0n  Neoñ$ky $48o®ted# du3 to @$y$73m$ @ñom@1y,high,THREAT
404,Establish perimeter and monitor the north ridge,Establish perimeter and monitor the n0r7h ridge,low,THREAT
405,"Target confirmed near sector 5, stay alert","T@r9e7 confirmed n3a® s3ct0r 5 , stay alert",medium,HATE
406,"Target confirmed near sector 4, stay alert","Target c0nfi-®m3d near sector 4 , 5t@y alert",medium,HATE
407,"Target confirmed near sector 3, stay alert","74®933t $(0ñfi®m3d@ n3@® $e(7or 3 , 57ay 4|e®7",high,SAFE
408,"Patrol cancelled, area seems unsafe","-Ptro| can_(l|ed , a-®e@ s3ems unsafe",medium,HATE
409,"Sector 8 shows suspicious activity, verify","Sector 8 shows suspicious activity , verify",low,SAFE
